Sample;40.control;41.control;70.control;42.stage1;81.stage1;85.stage1;82.stage2;77.stage2;30.stage2;78.stage3;80.stage3;25.stage3;39.stage4;24.stage4;76.stage4
ko:K01912;0.696791088;0.751013657;0.750050407;0.789896724;0.964676348;0.834551561;0.762609775;0.778228953;0.809851794;1.174.788.116;0.704696229;0.661061863;0.672153098;0.722071516;0.696435899
ko:K01914;0.805805065;0.868840832;0.827226388;0.776894488;0.915873758;0.817155276;0.807169229;1.066.630.598;0.81031306;0.834061765;0.737850696;0.760619844;134.506.299;109.422.624;0.96689664
ko:K01915;0.81715958;0.826222722;0.804967766;0.794633627;0.735302038;0.799992137;0.808985643;0.842280501;0.815578324;0.741565328;0.799341999;0.81654837;0.927501827;0.802903683;0.849993308
ko:K01918;0.850193862;0.864376151;0.790974587;0.924192072;0.909006888;0.928389627;0.763333653;0.816963172;0.777597304;0.852154273;0.908718386;0.781607421;0.914289897;0.89363527;0.849090712
ko:K01921;0.806308533;0.782546279;0.732244505;0.807017255;0.934515986;0.792545131;0.760941539;0.984779613;0.798716626;0.731325557;0.942817834;0.75578923;0.659279476;0.796211385;0.786069621
ko:K01923;0.758679202;0.806514784;0.802625131;0.732748509;0.837938634;0.735572793;1.008.832.405;10.100.818;1.106.840.986;0.794767403;0.925371019;0.841344032;0.850227746;0.910568259;0.884909686
ko:K01924;0.830761755;0.787306153;0.813181197;0.770254237;0.860173304;0.786093379;0.722640586;0.916098662;0.765863274;0.715366424;0.841122397;0.735668814;0.751342492;0.70595145;0.733927935
ko:K01925;0.801314589;0.782082931;0.712586974;0.817425587;0.797776675;0.821380199;0.751250535;0.797556252;0.752364796;0.797243168;0.730742305;0.76726199;0.807520349;0.768699512;0.773370456
ko:K01926;0.805629446;0.800822334;0.721419912;0.695639906;0.799822686;0.699134652;0.677360228;0.839805595;0.685500265;0.796611961;0.728328482;0.754324508;0.82073685;0.879217167;0.789215696
ko:K01928;0.846371137;0.825924398;0.679097684;0.836722225;0.859160028;0.832716226;0.743168996;0.844232508;0.775644096;0.749982707;0.729918904;0.763324566;0.730143646;0.679923973;0.705247335
ko:K01929;0.807210026;0.767112999;0.665038972;0.761816797;0.814005655;0.760977232;0.682781161;1.028.743.888;0.740075972;0.699604147;0.715740479;0.724338144;0.865921041;0.700315855;0.748935792
ko:K01933;0.84990049;0.771066303;0.727378343;0.855362814;0.820467878;0.867957254;0.961603679;1.079.421.564;1.051.307.804;0.678601442;0.937534768;0.820738283;1.026.341.713;0.922836117;0.99191007
ko:K01934;0.763465621;0.761558057;0.712981112;0.732551978;0.752387926;0.757460362;0.680006249;0.83017466;0.686100044;0.748984834;0.687645733;0.79025598;0.667653168;0.747051449;0.723595576
ko:K01937;0.864267046;0.855546184;0.752877633;0.885575673;1.004.499.659;0.844061178;0.799147755;0.913339116;0.824278695;0.781809952;0.957673582;0.830321316;0.852216173;0.90921941;0.943097287
ko:K01938;0.882632764;0.834575349;0.758843135;0.800156945;0.96378024;0.801379042;0.772244241;1.202.838.607;0.786443613;0.856605873;0.899915967;0.815394822;0.724715844;0.787412012;0.776265742
ko:K01939;0.868947216;0.862889538;0.805074576;0.835184613;0.932104284;0.820543641;1.030.901.283;1.131.717.982;0.907113595;0.934400001;1.035.401.541;0.760690388;1.131.611.702;0.918425333;0.971267176
ko:K01945;0.752325723;0.739591904;0.753315068;0.773238401;0.767064727;0.771555005;0.911039166;0.923939159;0.862425918;0.85496438;1.060.424.306;0.788717405;0.815562883;0.884757849;0.812585219
ko:K01950;0.865820399;0.783744216;0.729219228;0.785080923;0.864389326;0.792997002;0.804180947;0.85645566;0.794217789;0.651725024;0.871462019;0.703518891;0.698215384;0.864323494;0.897503198
ko:K01951;0.80444596;0.752578349;0.792037816;0.84803533;0.77486715;0.802713994;0.880722222;0.959655445;0.848757942;0.777692398;0.835861271;0.835782902;0.551466733;0.85338953;0.78563017
ko:K01952;0.828683213;0.826132696;0.708611216;0.806284813;0.837147989;0.829616262;0.814114078;0.866425555;0.817342226;0.787629511;0.878274866;0.807621938;0.847581585;0.771456907;0.827138919
ko:K01953;0.821230793;0.777313423;0.717140883;0.751686747;0.807322975;0.742922958;0.815496262;0.872002163;0.785872339;0.827496095;0.627930544;0.779168553;0.679774866;0.761352684;0.806671446
ko:K01955;0.893829111;0.852439028;0.755303074;0.80056309;0.982001768;0.809865932;0.860451142;1.075.696.732;0.904712496;0.827451589;0.9323514;0.899939824;0.69010245;0.860866645;0.901213087
ko:K01956;0.768390371;0.755031552;0.795537844;0.709001932;0.823390558;0.721881163;0.753850584;0.846549892;0.774197496;0.920314169;0.842467486;0.809253798;0.640889648;0.724183002;0.751721653
ko:K01960;0.789593444;0.743931416;0.584243421;0.938784445;0.715971392;1.011.946.383;0.616740862;0.772140349;0.602269244;0.552452115;0.788535125;0.753039507;0.665123094;0.675715704;0.676394537
ko:K01961;0.789404447;0.756369446;0.800205345;0.871820479;0.766602355;0.852140166;0.79639445;0.883906561;0.753265737;0.687356441;0.670329439;0.708521836;0.646048685;0.695620843;0.711933294
ko:K01962;0.790902821;0.89895692;0.659931401;0.820373421;0.859622425;0.815666888;0.700631736;1.003.058.598;0.719447;0.655857425;0.726479751;0.716724554;0.934054229;0.853998273;0.831113661
ko:K01963;0.758288113;0.852082761;0.688519868;0.76935714;0.811449178;0.797193484;0.665289739;0.963790277;0.678774737;0.655857425;0.757243452;0.689660297;0.934054229;0.84154781;0.814826087
ko:K01972;0.782391968;0.780271813;0.750031199;0.76393609;0.822600273;0.765458498;0.756635345;0.822111351;0.75203666;0.730359326;0.718876856;0.719693843;0.705543766;0.717591641;0.727567672
ko:K01989;0.970392219;1.002.712.395;0.790583181;0.886184428;0.979868166;0.855350745;0.890978817;0.986628383;0.885330862;0.908147757;0.902488405;0.844657489;0.944628641;0.908047128;0.894501862
ko:K01990;0.767016373;0.79248525;0.704207764;0.780227181;0.772546534;0.773752115;0.73366929;0.818527238;0.745027153;0.768139014;0.698248182;0.717329284;0.778504279;0.744410806;0.724064095
ko:K01992;0.792453414;0.779497944;0.738827818;0.831640104;0.80972473;0.82654571;0.781065853;0.849114036;0.770017357;0.698757277;0.729054895;0.747972919;0.755753023;0.721716897;0.739129475
ko:K01995;0.76698267;0.842425293;0.708550961;0.694064533;0.8814371;0.692826357;0.831496841;1.164.233.292;0.822259661;0.975562572;0.896612408;0.690649589;0.727272489;1.115.918.645;0.99421218
ko:K01996;0.835417334;0.832215375;0.742752584;0.714030522;0.923368759;0.715888237;0.807793711;1.235.865.993;0.788149913;0.964807525;102.482.033;0.655272135;1.166.302.305;104.508.274;1.026.273.426
ko:K01997;0.870341015;0.806006554;0.839782869;0.704517547;0.882201841;0.697868776;0.897217497;1.442.030.297;0.950344543;0.86698511;1.093.965.054;0.791027097;0.843930358;0.796835346;1.300.467.821
ko:K01998;0.874697443;0.859246587;0.709330138;0.799178902;0.87657123;0.757446115;0.84943017;1.146.383.761;0.82712114;1.029.903.683;1.211.375.192;0.728421491;1.246.754.396;104.122.377;1.081.873.052
ko:K01999;1.013.848.696;102.206.012;0.851182642;0.93827008;0.987982085;0.897928473;1.079.059.137;1.130.034.154;0.948249441;0.831432457;1.062.785.263;1.042.010.361;0.926126134;1.143.337.173;1.088.102.727
ko:K02003;0.838610713;0.803783514;0.722404694;0.793273157;0.783360148;0.783777386;0.789504485;0.820322757;0.804674586;0.731709646;0.832500905;0.734987477;0.784887461;0.722412483;0.73128202
ko:K02004;0.79071833;0.788610597;0.736592439;0.830848053;0.771710976;0.824161471;0.762474614;0.800939051;0.764512907;0.737106153;0.727340538;0.724189194;0.665966543;0.694292318;0.724511616
ko:K02005;0.762017749;0.811628341;0.79160521;0.777821648;0.749325768;0.7493863;0.698549677;0.753668739;0.71115749;0.720153561;0.783677975;0.734172376;0.690138232;0.764279738;0.786094545
ko:K02008;0.744781529;0.759878072;0.655090777;0.892815472;0.821578782;1.048.962.645;0.845531861;1.144.023.953;0.778839658;0.714688335;0.677529242;1.212.060.677;0.747747428;0.7871558;0.789736934
ko:K02010;0.7338931;0.77643442;0.686848911;0.827745264;0.722184796;0.831027468;0.786840798;0.756267784;0.818342544;0.671731125;0.739762686;0.689161858;0.613844061;0.700215088;0.689194592
ko:K02013;0.738569894;0.763091301;0.79501063;0.748556658;0.720373883;0.728076379;0.74225921;0.8804873;0.742284242;0.741763948;0.820347187;0.67163293;0.664255189;0.726923975;0.738377497
ko:K02014;0.839193635;0.695762128;0.914992218;0.824640407;0.672510142;0.826125831;0.650618474;0.701475177;0.641233744;0.78889159;0.671970394;0.749082424;0.711667678;0.742900598;0.718507691
ko:K02015;0.730762138;0.78116269;0.857410863;0.752253928;0.736513825;0.736888513;0.787661276;102.542.949;0.715651886;0.750106412;0.672285241;0.686883797;0.73019029;0.695258419;0.740165869
ko:K02016;0.790417964;0.762031883;0.776699957;0.758071808;0.757205948;0.754419558;0.807860115;0.867206145;0.76869538;0.736478793;0.740044314;0.729902834;0.69535972;0.737556294;0.768947918
ko:K02017;0.748503944;0.760776674;0.657828723;0.827652114;0.751938209;0.818677335;0.806655306;0.665943817;0.693121168;0.581867185;0.640099929;0.664645466;0.68304319;0.636004459;0.704644406
ko:K02020;0.772852511;0.941378589;0.665311873;0.963635323;0.692492475;0.983854381;0.817585596;1.047.854.814;0.717992706;0.849499982;0.925659792;0.74791422;0.746252573;0.740404764;0.720691507
ko:K02025;0.730782036;0.811901474;0.692370234;0.711690274;0.774012098;0.761490096;0.677853265;0.707590508;0.690944972;0.764859944;0.734664525;0.700598867;0.609694843;0.623123902;0.599712391
ko:K02026;0.780893762;0.857679699;0.699572496;0.759606099;0.807536654;0.763108568;0.684249586;0.701180631;0.692625689;0.717980462;0.7636599;0.687944792;0.721671031;0.708912321;0.732615291
ko:K02027;0.784334603;1.018.850.757;0.709919312;0.893027564;0.865599245;0.883114218;0.709873242;0.85550645;0.698449461;0.815194915;0.822295482;0.879415212;0.850438778;0.804039809;0.802195057
ko:K02028;0.774155804;0.790952339;0.750650858;0.799154176;0.809178375;0.794011179;0.791370419;0.905369254;0.78458123;0.694820909;0.822688158;0.758036794;0.749842389;0.807016901;0.814496268
ko:K02029;0.842159707;0.775167049;0.748162427;0.758063121;0.919668894;0.76375812;0.858822584;0.912732799;0.841494269;0.743040059;0.946817866;0.778017216;0.776523395;0.850863279;0.848173967
ko:K02030;0.909350269;0.862346427;0.78968163;0.792123076;0.950564014;0.796928117;0.852280487;0.985516055;0.882697183;0.779526894;0.931553129;0.846430922;0.80971401;0.868227584;0.865865256
ko:K02033;0.762712288;0.710341333;0.714290775;0.714472167;0.77178399;0.721570202;0.691867973;0.881137231;0.680681134;0.711846548;0.715078755;0.638079875;0.668092563;0.618433839;0.727522402
ko:K02034;0.807613527;0.786500941;0.74513809;0.759369163;0.769899768;0.772613438;0.749928723;0.956086689;0.737528721;0.74825814;0.743350099;0.751270262;0.935040581;0.923810526;0.851362016
ko:K02035;0.902357035;0.887883701;0.849476691;0.841956896;0.977852011;0.859520617;0.820869375;1.025.379.438;0.81435005;0.789275731;0.865778436;0.869419008;0.847686904;0.895187234;0.916480706
ko:K02036;0.72566554;0.800842596;0.876710224;0.804524107;0.781480576;0.802268252;0.895956267;0.953337966;0.75394552;0.686864716;0.882215815;0.836182312;0.944589265;1.150.673.321;0.970530898
ko:K02038;0.794079895;0.79695616;0.764812438;0.829539367;0.725667081;0.845011466;0.750135584;0.811259881;0.748129604;0.718448754;0.751295499;0.732313836;0.846272513;0.79025792;0.802171901
ko:K02039;0.730632166;0.754048217;0.735135457;0.705821696;0.800162701;0.709917289;0.741464911;0.916347561;0.728901935;0.673282819;0.616346496;0.806918939;0.731289331;0.792936687;0.808873491
ko:K02040;0.97145951;1.105.113.166;0.812574666;0.951749466;0.970987889;0.966287925;0.925989102;0.876013336;0.925084178;0.775069807;0.799185608;0.847024216;0.827771508;0.885130153;0.863706673
ko:K02049;0.777219027;0.761722804;0.688964377;0.700771179;0.766923489;0.750631742;0.684549935;0.9366188;0.729962006;0.676148187;0.680305064;0.678028772;0.641793239;0.786758038;0.781521503
ko:K02050;0.73831459;0.795603042;0.709455553;0.814616446;0.865272294;0.803985574;0.773747291;0.864766582;0.767586584;0.738528509;0.734705427;0.75589967;0.58372363;0.64234182;0.72199407
ko:K02051;0.865335591;0.852286607;0.828747652;0.846912095;0.872855494;0.839759162;0.866044717;0.998997194;0.833418082;0.78151881;0.837128935;0.702462113;0.669105186;0.796779253;0.797849319
ko:K02056;0.79381788;0.832711191;0.74782981;0.754472499;1.007.803.113;0.744605688;0.804079097;1.147.816.438;0.806193422;0.799769316;0.77748495;0.844021883;0.730228284;0.653468999;0.736633626
ko:K02057;0.85269348;0.905566848;0.751596358;0.793060223;1.070.941.956;0.794071636;0.841868646;1.154.823.897;0.835669535;0.813141574;0.83609541;0.74035106;0.801248804;0.717187769;0.880720339
ko:K02071;0.903160218;0.804887131;0.658221403;0.834662722;0.913178651;0.770647357;0.845232915;1.085.778.306;0.822893815;0.755854239;0.702751938;0.806778953;0.788031216;0.734515734;0.756599513
ko:K02072;0.893349247;0.811145973;0.714222145;0.721707782;1.111.917.645;0.766557561;0.862086899;1.302.460.175;0.834045322;0.706882568;0.8882424;0.958689332;0.765572877;0.944176037;1.161.443.984
ko:K02073;1.062.326.979;0.987144161;0.900300092;0.834651867;109.144.127;0.841986007;0.804230784;1.060.180.353;0.812356668;0.930377432;0.923812946;0.782187445;0.849476963;1.063.088.521;106.391.465
ko:K02081;0.841589992;0.846895424;0.809435762;0.777579094;0.678226419;0.794740168;0.699359471;0.747618652;0.760120936;0.821503062;0.725954899;0.823568882;0.754926726;0.716313708;0.742348814
ko:K02108;0.752793734;0.740994142;0.766357446;0.760734938;0.745665081;0.746344873;0.701472478;0.776003501;0.675000667;0.701203721;0.750041753;0.739525134;0.76527691;0.731083905;0.729365029
ko:K02109;0.671701417;0.773800599;0.710038539;0.795829131;0.695436296;0.75394384;0.623437787;0.697789378;0.660127529;0.735202031;0.676826554;0.713511781;0.905814556;0.647834374;0.726437815
ko:K02115;0.784953354;0.75386977;0.729081492;0.746219264;0.803651098;0.748246377;0.728956066;0.800412377;0.728243584;0.679203931;0.730511116;0.723035589;0.827472419;0.742074583;0.756516132
ko:K02117;0.798073938;0.785013708;0.755815251;0.763452745;0.827586249;0.776204787;0.822535188;1.057.077.842;0.850125949;0.804066968;0.820016458;0.719674678;0.768448751;0.807711196;0.757864456
ko:K02119;0.725037313;0.751600882;0.676049809;0.828365857;0.678515876;0.807959752;0.686809295;1.008.797.587;0.67326757;0.670131363;0.626069178;0.670397995;0.83719895;0.671966957;0.666754402
ko:K02121;0.720516303;0.803412323;0.583992479;0.66652826;0.651821968;0.693840224;0.802381523;0.984794651;0.861024494;0.713192266;0.685953362;0.729624061;0.637172559;0.965803647;0.881891129
ko:K02123;0.761129536;0.754143219;0.63250221;0.710536456;0.780617704;0.714657151;0.706613668;0.958444867;0.720740531;0.638383171;0.680065254;0.704982209;0.682651126;0.706004822;0.681664845
ko:K02172;0.795672656;0.744704709;0.642763632;0.720524598;0.710852932;0.717502128;0.742954035;0.648059048;0.776228553;0.773290558;0.756145544;0.740444763;0.788994661;0.652630335;0.792465074
ko:K02188;0.716646292;0.76591878;0.684040045;0.713803355;0.732002505;0.732885253;0.813473288;0.780823505;0.819834899;0.708082649;0.791296171;0.722861726;0.733429217;0.703031677;0.773285525
ko:K02189;0.705257803;0.806941491;0.778425918;0.812556483;0.798060557;0.782976403;0.757551108;0.780440481;0.764811319;0.830742134;0.808073166;0.649549114;0.76264929;0.714168065;0.78593549
ko:K02191;0.760173791;0.79447477;0.660130321;0.853856149;0.66173702;0.838715006;0.800735425;0.772175362;0.862006238;0.667035469;0.778010921;0.676720423;0.704178012;0.814391204;0.841086407
ko:K02224;0.683806967;0.793604437;0.75109896;0.727940595;0.672597952;0.720906764;0.687888198;0.769685599;0.685321959;0.693593029;0.70022956;0.715966384;0.691346175;0.638223836;0.640299683
ko:K02226;0.69271161;0.743027886;0.70339735;0.725267596;0.755797813;0.729124097;0.70094836;0.862589749;0.706593206;0.780754991;0.725824057;0.649823065;0.657055766;0.726123106;0.709778439
ko:K02227;0.71834548;0.778546998;0.825616111;0.803286055;0.732000889;0.793366691;0.744864777;0.846742643;0.786478008;0.916449699;0.759506454;0.641271338;0.855195167;0.663091401;0.782760728
ko:K02230;0.718787071;0.80672809;1.024.348.449;0.80190514;0.704145135;0.808952438;0.955045437;0.655365836;0.95123527;0.604860203;0.632741803;0.669462456;0.627074108;0.790813165;0.789229231
ko:K02231;0.709415345;0.739775699;0.713096519;0.797922438;0.826722223;0.809967228;0.69137612;1.079.012.025;0.681526033;0.703595833;0.690073078;0.587016622;0.690936486;0.626323064;0.629344392
ko:K02232;0.709651317;0.767743014;0.880153765;0.766216669;0.696317847;0.753807328;0.724934932;0.796231004;0.679415673;0.671107118;0.772403005;0.698411982;0.598207876;0.679812034;0.666456658
ko:K02233;0.717182863;0.764514733;0.672748875;0.707227517;0.760944104;0.731566915;0.760822577;0.907616302;0.794154259;0.768421241;0.956051747;0.637533374;0.609167082;0.693792672;0.81179501
ko:K02237;0.801435457;0.830994727;0.633958916;0.861288597;0.709589728;0.90448335;0.675271875;0.702193961;0.703492688;0.609676573;0.657718336;0.712642252;0.688699436;0.649396988;0.692060878
ko:K02238;0.797331894;0.790702266;0.702379177;0.807762915;0.867014324;0.769525043;0.730209159;0.841926835;0.8266026;0.7325139;0.732124867;0.729284058;0.642911547;0.734162182;0.74562857
ko:K02242;0.881461106;0.792671655;0.754925101;0.708893762;0.860437273;0.733349555;0.709874941;0.874202763;0.705811044;0.815064572;0.760588406;0.688262475;0.775165497;0.691835041;0.751137991
ko:K02283;0.684980559;0.718117184;0.793233471;0.664384764;0.790004598;0.665525795;0.649161074;0.673853443;0.667112148;0.773048578;0.670466951;0.718834393;0.714317062;0.678394998;0.692849151
ko:K02302;0.7162708;0.877595505;0.793167408;0.8323318;0.787539614;0.808814337;0.726412911;0.750749613;0.729590503;0.635779902;0.646068262;0.778193386;0.684527965;0.690237064;0.669991047
ko:K02304;0.736695903;0.771983372;0.772032885;0.787881385;0.714210916;0.755233683;0.710151555;0.835112047;0.733794754;0.659646763;0.679511602;0.935983805;0.735348895;0.691406547;0.689165743
ko:K02313;0.795330286;0.792110112;0.744879141;0.8338863;0.778056248;0.846126548;0.760077368;0.840167517;0.731229805;0.77002563;0.65187357;0.732051096;0.764718527;0.691454485;0.680677871
ko:K02314;0.800203383;0.77161216;0.816416382;0.772086026;0.802431034;0.770193243;0.779728416;0.84336389;0.746384327;0.747501087;0.726398302;0.797557549;0.7850732;0.815106051;0.830995222
ko:K02315;0.765290258;0.80281788;0.728387437;0.801365563;0.84976583;0.805006139;0.773439156;0.812968654;0.752046706;0.740850793;0.719957977;0.833116527;0.757928405;0.69675545;0.730616959
ko:K02316;0.774568205;0.738042305;0.704169302;0.73779467;0.741484126;0.741778278;0.717113025;0.726891305;0.709240652;0.630695501;0.663056832;0.680472809;0.675797943;0.685974224;0.718349847
ko:K02335;0.79142148;0.759806085;0.816533358;0.768573947;0.796678177;0.783397454;0.743492284;0.814160681;0.731958999;0.721255788;0.777342958;0.729806172;0.787641496;0.715804344;0.697996155
ko:K02337;0.786546402;0.772087703;0.73510182;0.806768302;0.787760731;0.841962358;0.739017998;0.763679278;0.742109937;0.689583948;0.658905;0.688573849;0.671133794;0.676797051;0.682130586
ko:K02338;0.980613971;0.894631921;0.771217824;0.791742455;0.829595683;0.762803966;0.755240568;0.881458615;0.775626189;0.818184337;0.864503761;0.818262192;0.943075298;0.801362105;0.876594405
ko:K02340;0.738797967;0.770381349;0.665458102;0.824542826;0.773872684;0.838801944;0.712838271;0.792647925;0.728023123;0.896968544;0.753962084;0.84470726;1.083.401.289;0.945404413;0.848183031
ko:K02341;0.840029178;0.802772477;0.775617511;0.788048045;0.782820739;0.776252628;0.826817536;0.830592858;0.861577278;0.661929919;0.732753593;0.766592961;0.757286434;0.786878215;0.783130855
ko:K02342;0.809750175;0.763226562;0.720273111;0.788391673;0.869365412;0.755731992;0.892501083;100.102.755;0.85111427;0.758719993;0.755536579;0.782990034;0.699007212;0.772011117;0.713322632
ko:K02343;0.781142043;0.743991413;0.651912954;0.759380631;0.771075109;0.749317559;0.719546715;0.75979432;0.74832729;0.670235098;0.732735862;0.693035243;0.829404351;0.740188189;0.755317698
ko:K02346;0.825783261;0.752668464;0.778866308;0.755224724;0.874307145;0.770414191;0.774344903;0.906638419;0.802757309;0.751933814;0.685212465;0.786232429;0.674080191;0.654965536;0.693171433
ko:K02355;0.891259582;0.906156357;0.799331553;0.791868493;0.933220262;0.863690031;1.067.245.443;1.162.256.472;0.949418114;0.868209293;1.007.076.547;0.850102773;0.892085398;0.911395533;0.937768433
ko:K02357;1.038.437.531;0.971655055;0.886358536;1.032.529.391;1.265.441.106;1.040.386.691;1.186.213.678;1.224.913.397;1.163.537.448;1.050.053.676;1.218.696.805;0.913840548;0.874203805;1.024.174.789;106.971.434
ko:K02406;113.896.123;1.151.947.888;1.179.519.264;0.905210786;1.144.274.915;0.859422615;0.885296894;0.954218732;0.874159148;0.796217833;0.756612302;1.014.301.991;0.876298453;0.960624019;1.012.079.301
ko:K02428;0.71697594;0.749988482;0.685194109;0.782660744;0.770597404;0.755809595;0.730496268;0.92234638;0.717708769;0.786466836;0.807388519;0.692469507;0.836289277;0.745614165;0.756724258
ko:K02434;0.912978746;0.824571247;0.663205199;0.934996801;0.925325134;0.947515669;0.644010978;0.761575511;0.785443632;0.744599995;0.826421865;0.741979597;0.64487079;0.790634414;0.80029296
ko:K02469;0.89630661;0.828186756;0.771906322;0.826961375;0.867828491;0.78831152;0.935022114;0.837085615;0.858433104;0.734728841;0.810627309;0.80209994;0.871963457;0.859750458;0.887464035
ko:K02470;0.844530308;0.864099166;0.739827;0.812554047;0.816421173;0.810511262;0.814789159;0.932137329;0.76706366;0.92977152;0.873611699;0.831609322;0.877775073;0.859398435;0.866878833
ko:K02477;0.807984612;0.725064533;0.697911497;0.723216268;0.673022443;0.75135827;0.751304993;0.67174579;0.760489008;0.783606885;0.722518898;0.785548788;0.759784971;0.754112267;0.697195442
ko:K02481;0.885399759;0.802720776;0.670157269;0.853184199;0.802423714;0.872915823;0.849525032;0.673451961;0.854478837;0.719688459;0.922112002;0.781482708;0.592058511;0.665437563;0.657733605
ko:K02483;0.833015131;0.829442317;0.915018848;0.744042149;0.965595456;0.754017667;0.827206204;0.888707284;0.799015503;0.704935252;0.916650224;0.780194722;0.842440715;0.743803817;0.769695328
ko:K02484;0.7374966;0.780557759;0.796983181;0.789251146;0.812166274;0.808518049;0.7292333;0.847069932;0.74404189;0.628720847;0.624227604;0.649496911;0.882505647;0.825183699;0.819075033
ko:K02492;0.733502622;0.807810411;0.721643417;0.88081397;0.706366743;0.887382087;0.731386698;0.77744788;0.662826314;0.714745653;0.86489314;0.652438542;0.756097129;0.707582409;0.658693962
ko:K02493;0.759030491;0.785329165;0.719668829;0.778058502;0.799889103;0.777439729;0.754574715;0.783283747;0.679934317;0.808675172;0.69817339;0.701137715;0.663770899;0.691161919;0.689446848
ko:K02499;0.727671704;0.718629096;0.627922482;0.707776614;0.703167891;0.705202506;0.783773301;1.066.137.007;0.715678807;0.860088142;0.727081886;0.650409955;0.724832076;0.691958849;0.762751562
ko:K02501;0.766800248;0.815006886;0.709013024;0.797111543;0.747402323;0.79354122;0.619815269;0.689639102;0.642154849;0.79140768;0.739526056;0.747436484;0.677856263;0.717539919;0.727613371
ko:K02502;0.711873131;0.821787744;0.650155674;0.734548393;0.797840014;0.768065224;0.733254416;0.682948794;0.711686849;0.641749129;0.650704407;0.607692533;0.762748753;0.773788953;0.771647234
ko:K02519;0.904749613;0.906666158;0.767365564;0.880562967;0.94099025;0.880951298;101.441.869;0.955066456;0.904970919;0.824686712;0.872827674;0.813379739;0.780250267;0.849608417;0.885801313
ko:K02528;0.780173952;0.794931446;0.703349772;0.774272239;0.840827187;0.782066828;0.883545568;0.960129446;0.85066823;0.665128765;0.760966512;0.763375567;0.842312315;0.761016438;0.784114788
ko:K02529;0.737951891;0.783717221;0.680255391;0.726504917;0.751373378;0.724720132;0.686833574;0.753133128;0.68523955;0.764085529;0.674983176;0.774432735;0.737292385;0.701583269;0.698350361
ko:K02563;0.833491209;0.782537151;0.711775549;0.796802924;0.824402366;0.806037186;0.690980508;0.827281773;0.687586134;0.71493306;0.70089988;0.752921284;0.666201554;0.726443462;0.75031018
ko:K02564;0.840683966;0.82985681;0.795993441;0.786941166;0.827942179;0.769532021;0.882894082;0.876062273;0.822243583;0.649365268;0.820767224;0.783173187;0.849131832;0.827957389;0.82460393
ko:K02600;0.823792534;0.919682239;0.696541372;0.858648757;1.071.097.313;0.869822936;0.769991591;1.117.300.208;0.836015404;0.855580831;0.741973386;0.790889023;0.834210152;0.900193314;1.070.873.375
ko:K02601;0.868554963;0.710252671;0.735970994;0.712986008;0.786041594;0.705692452;0.657759346;0.933757774;0.666220802;0.535943296;0.715809298;0.704767882;1.032.885.692;0.808014065;0.787029306
ko:K02619;0.83793929;0.828615932;0.84576128;0.719692057;0.864069073;0.784380968;0.830050737;1.011.211.391;0.921281901;0.737992104;0.722091735;0.763382792;0.920314787;0.940483678;0.97743222
ko:K02647;0.748607927;0.770399362;0.784179383;0.720612111;0.731739344;0.745873092;0.679629687;0.746579506;0.718008438;0.849962811;0.627722876;0.715447817;0.754909521;0.687128751;0.753788517
ko:K02652;0.865006629;0.851158471;0.697038199;0.924114525;1.080.609.966;0.910514525;0.85383417;0.912017892;0.846798763;0.888810084;1.014.787.472;0.827601154;0.891154967;1.103.158.029;0.845892338
ko:K02653;0.795079962;0.80414231;0.923192303;0.951246317;0.68005407;0.907984825;0.732047267;0.794262565;0.730666487;0.703677641;0.864704043;0.850382684;0.716069353;0.662903665;0.626452925
ko:K02669;0.827663979;0.965367063;0.716986569;0.963803087;0.946568637;0.930123803;0.798859775;0.796157983;0.767963506;0.978832916;0.822182934;0.850560309;0.697117771;0.653034725;0.761763202
ko:K02687;0.760068753;0.807673162;0.765422228;0.743670428;0.848930339;0.750825855;0.823827355;1.003.597.536;0.784409401;0.762125515;0.905877734;0.694988519;0.937656653;0.952165759;0.87021832
ko:K02755;0.922485268;0.839795551;0.790690394;0.780861016;0.822770071;0.894994528;0.794059006;0.83720561;0.764576426;0.843528908;0.753247989;1.014.569.393;0.84210138;0.687474525;0.707875186
ko:K02756;0.922485268;0.839795551;0.790690394;0.780861016;0.822770071;0.894994528;0.805971303;0.83720561;0.776565419;0.843528908;0.753247989;1.014.569.393;0.84210138;0.687474525;0.707875186
ko:K02757;0.922485268;0.839795551;0.790690394;0.780861016;0.822770071;0.894994528;0.805971303;0.83720561;0.776565419;0.843528908;0.753247989;1.014.569.393;0.84210138;0.687474525;0.707875186
ko:K02823;0.778752491;0.770635023;0.687582127;0.763071742;0.839476648;0.764851198;0.741047151;0.81241966;0.721207711;0.817517513;0.649258117;0.798187036;0.700678814;0.669750299;0.709513722
ko:K02824;0.893800202;0.929759518;0.733174269;0.785760404;1.043.024.587;0.774046172;0.884060838;112.952.288;0.87688287;0.876058882;0.864094681;0.906835478;0.720361425;0.768253261;0.868453848
ko:K02835;0.868052737;0.776407643;0.624371798;0.70813913;0.866657774;0.77141129;0.893116161;0.997053916;0.809280263;0.876877979;0.889436182;0.716563825;0.64768759;0.786145855;0.805180574
ko:K02836;0.818762544;0.840871406;0.754496415;0.722133688;0.802377212;0.737746571;0.663425256;0.864865007;0.73093879;0.76892159;0.840936055;0.74990946;0.937776061;0.937044531;0.891994314
